,text,date,nickname,date_year,sentiment,sentiment_score
750,hakkında bu kadar entry girilince yine çok lezzetli bir şey yediğini düşündüğüm kişi.,2011-07-22,zahmet,2011,Pozitif,0.9954949617385864
749,her izlediğimde mehmet yaşini daha çok sevmeme neden olan gurme kişisi,2011-07-22,lady amelphia,2011,Nötr,0.9939501881599426
748,şu saatte dışarıdan yemek siparişi verdiysem bunun tek sorumlusudur. yani niye yaptın ki bunu bana sayın milor ? akşam akşam ne güzel oturmuş seyrediyorduk televizyonu ne gereği vardı şimdi ?,2011-07-22,bgsas1021,2011,Negatif,0.9977589249610901
747,"az önce bu abiyi izlerken şunu farkettim.
bu adam bi noktadan sonra hipnotize edebiliyor insanı. reklam girmiş mesela , ben hala hipnotize olmuş, ağzımın kenarından az su akmış televizyona bakıyodum. son anda uyandım.",2011-07-22,yeni gineli ozan,2011,Nötr,0.9994489550590515
745,"sayesinde yöresel yemekleri tatmak ve tatil yapmak için türkiye turuna çıkmayı planlıyorum.afiyet olsun vedatçığım, yemeği senin gibi zevkle yiyen az kişi gördüm.",2011-07-22,hissettigin gibi duydugun ses,2011,Pozitif,0.9991022944450378
744,"kermese gitti lan bu adam bugun. cigir acti gurmelik olayinda.

kermes lan. saka gibi.",2011-07-22,s7evin,2011,Nötr,0.9978516697883606
743,"nazardan hık diye gitmesinden korktuğum gurman. allah uzun ömür versin, günün birinde genç bir dimağa el vermek isterse hayır demem.",2011-07-22,conaskimi,2011,Pozitif,0.9882122874259949
742,"- offf iyi göbek yaptım, su içsem yarıyor bu ara.

+ vedat abi sus kalbini kırarım.",2011-07-22,suskungeveze,2011,Nötr,0.9985527992248535
741,"yerinde olmak istediğim adam. ye, iç, gez, üstüne de para kazan. kıskançlık nedeni.",2011-07-22,suyunrengi,2011,Nötr,0.9982524514198303
746,"emekli olmasını istediğim gurme. bir vedat milor, iki nuray yılmaz *emekli olsun. biraz da biz gezelim görelim, yiyelim, içelim değil mi?",2011-07-22,odesu,2011,Nötr,0.9934457540512085
759,"adam hem yemek yemeyi hem de içmeyi seviyor.

içtiği şarap için "" tuz kokuyor yani deniz kenarında bir bölgenin bağında yetişen üzümlerden yapılmış"" diyebilecek kadar fenomen bir adam.",2011-07-23,arvo part,2011,Nötr,0.9799367785453796
761,"süt kuzusu yemeden önce şunu http://www.hurriyet.com.tr/…n/yazarlar/14539074.asp okusun istediğim gurme:

kuzu pirzola yiyebilecek misiniz!

devlet erkanımız ve milletimiz et fiyatlarını konuşadursun, siz bir de beni dinleyin.
ankara’da yemekteyiz.
veteriner fehmi amca son anda sezeryan yaparak ölümden döndürdüğü ineğin ona minnet dolu bakışlarını anlatıyor. onlarca kişi içinde gözlerini nasıl da sadece ona kilitlediğini hatırlayarak.
osman dayı ile birlikte onu dikkatle dinliyoruz.
yüzümdeki gülümsemeyi v",2011-07-23,hamlaus,2011,Nötr,0.9956832528114319
760,"tadı damağımda yazlıkta programında, deniz kenarındaki bir restaurantta yemek yerken cep telefonunu denize düşürmüş, buna rağmen telefonun düştüğü yere üstünkörü göz atıp, hazla titreyerek yemeğine devam etmiş kişidir.",2011-07-23,kurdilihicazkar,2011,Nötr,0.9950417280197144
758,kim ne derse desin adam yemek yemeyi biliyor. yemek gösteriş için yenmez zevk için yenir bu adam yemek yerken zevk alıyor. gittiği restoranların reklamını çok iyi yapıyor. sanki kendisi seçmiyormuş da reklam amaçlı onu çağırıyorlarmış gibime gelse de bir takım hareketlerini yaşlılığına vererek keyifle dinliyoruz anlattıklarını.,2011-07-23,sezofren,2011,Pozitif,0.9965380430221558
757,"ben bu adamı hiç sevmiyorum. bi de gecenin bi yarısı yayınlanıyor program kebaplar içli köfteler kiloyla gidiyor, aç aç izliyorum, sonra gidip buz dolabına bakıyorum, nesfit ve süt var. napiim ben de onu yiyiyorum. ekrana bakarak yediğim nesfitin kebap olduğunu hayal ediyorum, aynı anda da gözümden bir damla yaş süzülüyor. daha sonra göz yaşlarımı yalayıp güçleniyorum.",2011-07-23,yayaye kokojambo,2011,Negatif,0.9993806481361389
756,tıpkı serdar kuzuloğlu'nun söylediği gibi; 'şu hayatta özendiğim tek insan'dır.,2011-07-23,ne akilem ne divane,2011,Nötr,0.600710391998291
755,"bi de mekan sahiplerini karşısına alıp onlara koklatmadan kendi yiyor ya, yemin ederim adam 40 yıldır aynı yemekleri yapıyor olsa bile milor karşısında yutkunduğunu hissediyorum.",2011-07-23,cerotty,2011,Negatif,0.9984142184257507
754,titreyen elleriyle şirinler yiyen gargamel gibi.,2011-07-23,ed gein jr,2011,Nötr,0.9333646893501282
753,bilhassa yaylada otlatılmış süt kuzucuklarının korkulu rüyası.,2011-07-23,lazarus,2011,Negatif,0.5799574255943298
762,türkiye'nin kanımca en özel lezzeti denizli fırın kebabı'nın piri kocabaylar'a sonunda konuk olmuş lezzet avcısı.,2011-07-25,andrew,2011,Nötr,0.9994832277297974
763,"denizli turunda kadınların yöresel yemek yarışmasına denk geldi, cennete gitmiş gibi oldu milorcum. onlarca yöresel yemek, bir yığın yöresel kadın, çok ilginç bir program oluyor, bu bölümde kendini aştı.",2011-07-25,aegeus,2011,Nötr,0.992237389087677
764,(bkz: bu üzümler üzülmüş),2011-07-25,sivitas solis,2011,Nötr,0.9991351366043091
767,"caanım yemekleri sesiyle bulandırıp tadını kaçıran 'gıcık burjuva'.

edit: imla

zöe: ayıboluyo ama...",2011-07-28,tirisgidenatinkelebegi,2011,Negatif,0.9995481967926025
766,kerebiç için dünya çapında bir lezzet dediğini duyduktan sonra ağzının tadını bildiğine emin olduğum şahsiyet. mersin mutfağına özel bir hayranlık beslemesi ile de takdirimi kazanmıştır.,2011-07-28,sijwocaq,2011,Pozitif,0.9987736940383911
765,(bkz: jeremy clarkson),2011-07-28,auer,2011,Nötr,0.9996241331100464
768,"az evvel hakkında ''adam ağzına attığı etin bıçakla mı satırla mı kesildiğini dahi anlayabiliyor ama o kadar sesli ve sarsıntılı yemek yiyor ki programa olan konsantrasyonum bozuluyor'' yazacaktım ki, bir baktım zaten defalarca yazılmış.

zöge: lan dedeniz ağzını şapırdatınca ifrit oluyorsunuz hepiniz!",2011-07-31,subnegative,2011,Negatif,0.8077029585838318
769,an itibariynen ntv'de yine birşeyler yiyen ağabey.,2011-08-05,bay x,2011,Nötr,0.9995986223220825
770,an itibariyle olayi abartip çiğ kaymak göturuyor.,2011-08-05,maxbeasley,2011,Nötr,0.9653366208076477
771,"bir şekilde yancısı olmak istediğim gurme.

hacı, şimdi bu adam envai çeşit yere gidiyor ya. alsın beni yanına da -bak hiç bir ücret, efendime söyliyim yol+sigorta falan talep de etmiyorum. ben metrobüsle gelirim mekana- yediği yemeklerden bana da koysunlar bi tabak, ben de sebepleneyim. arada da diyor ya ""manda sütünden mi yaptınız bu yoğurdu, buram buram süt kokuyor, çok güzel, tam benim sevdiğim gibi"" ben de atlıyım ordan ""valla hacı on numara olmuş hakkaten"" diye. ""kuzunun neresi bu, hmm, kolu mu, yağl",2011-08-05,barrett,2011,Pozitif,0.9959722757339478
772,"bu adamı televizyonda gördüğüm anda sırıtmaya başlıyorum. ama öyle böyle bir tebessüm değil; ana babamdan, sevgilimden esirgediğim güleryüz anında kendini koyuveriyor, inanılmaz bir elektrik. kuzu koluna dalıyor, kokoreçe saldırıyor gülümseme artıyor,o yedikçe ben coşuyorum, bana yarıyormuş, can oluyormuş gibi seviniyorum. severek izlemek kendisinde vücut buluyor adeta, aramızdaki sevgi gerçekten şaşılası. kendisi haşa huzurdan babamla çağdaş olduğundan garipsiyorum da bu durumu, sonuçta insan öz amcasını ",2011-08-14,maximus001,2011,Pozitif,0.9986814856529236
773,http://www.dailymotion.com/…ep-kocak-baklavada_news,2011-08-15,inya,2011,Nötr,0.9614229798316956
774,baklava yiyişinde bile bir asalet olan abimiz.,2011-08-15,whynot,2011,Pozitif,0.96546471118927
776,"an itibari ile kuru fasulye, pilav ve kavurmadan oluşan muhteşem üçlüyü midesine indiren, kendi deyimi ile gurman kişi.",2011-08-19,atieng,2011,Negatif,0.7502449750900269
775,"tam anlamı ile gurme değildir. zaten kendisi de der ""ben gurme değilim oburum"" diye. gurmelerde olan o aşırı ciddiyet, yemek yapımına kuantrum fiziği yaklaşımı ile yaklaşmaya kasmak yoktur onda. haldır huldur yemeğe girişmeyi, kamerayı ve dünyayı unutup etin yağında kulaç atmayı seven bir adamdır vedat abimiz.

ayrıca bir röportajında yemek sevdasının çıkış noktası olarak şarabı işaret etmiştir. dediğine göre italya'da önce şarap kültürünü geliştirmeye başlamış, ardından ""bu şarabın yanında hangi yemek iyi",2011-08-19,bagimsiz elektron,2011,Nötr,0.9990708827972412
777,"oy, oyy. güzel adam gerçekten.
tavas'a git, kokoreç ye. güzel. ama de ki adama ""ülkede güzel bira olsa bunun yanına"".
ah vedat milor'um ah, tavas'ta seni öpmediklerine dua et.",2011-08-20,yalnux,2011,Pozitif,0.9816190004348755
778,"yediği burdan somali'ye yol olur.

yahu vedat abi, bi hafta somali'den bi bebe çağır da sok bi lokantaya eni konu doyur karnını. yıldızı da bebe versin, bi değişik olsun programın, fark yarat.",2011-08-20,abdnkckylvc,2011,Nötr,0.982875406742096
779,türkiyedeki balık lokantası işletmeciliği anlayışına veryansın etmiştir.,2011-08-23,simply human,2011,Negatif,0.9989572167396545
780,"hani böyle yemek temalı holywood filmlerinde olur; adamın lokantası vardır, gizli bir gurme gelmiştir, lokantayı yerden yere vurur ya da göklere çıkartır. no reservations da vardı böyle bi sahne bir de ratatouille de.. hah işte o konseptin türkiye ayağı vedatcığım. gidiyor, yiyor, puanlıyor, anlatıyor. belki ülkemize fazla teknik, belki zamanının ötesinde ama olması gerektiği gibi..",2011-08-23,konsolidasyon,2011,Pozitif,0.9864479303359985
781,türkçe yazıldığı gibi okunan bir dilse bu adamın ismini okurken ben neden vedat milör diyorum acaba sorusuna beni gark eden gurman.,2011-08-23,nicksevmez,2011,Nötr,0.9994258880615234
782,"hayali bir fransız aşçısı vardır bu adamın kafasında. şayet yediği birşeyi gerçekten çok beğenirse -fransız aşçım olsaydı bunun tarifini sizden isterdi.- diyerek mekan sahibine yıldızlı aferini verir. ayrıca kendisini gurme değil, gurman olarak nitelendirir. ama ne gariptir ki, yediği ekmeğin buğdayının ne kadar güneş görüp görmediğini, içtiği şarabın kaç santigrat derece olduğunu söyleyebilir.",2011-08-28,herkesinpopisikendine,2011,Nötr,0.9403238892555237
783,"şu anda kastamonu yöresinin yemeklerine odaklanan ve istanbul'da bulunan abdulkadir'de pastırmayı kokluyor, sıcak simiti bölüyor. kuzuyu nereden aldıklarını filan soruyor. uzun süredir izlememişim kendisini. gözüm döndü. agresifleştim.",2011-08-30,besili melek,2011,Nötr,0.9997010231018066
784,nasıl gurme anlayamadım geçenlerde gittiği bir kebapçı-pideci de benim tv den gödüğüm kadarıyla bir tarafı yanmış çok sıcak fırında alelacele pişirildiği belli olan kaskatı bir lahmacunu çok iyi tanımladı yada ben lahmacun nasıl bilemiyorum.,2011-09-01,denizes,2011,Nötr,0.9978728890419006
786,"çok merak ediyorum vedat milor rahmetli ananemin makarnayı ekmekle yediğini görseydi acaba bu programı yapmaya devam eder miydi yoksa gelip uyarır mıydı? ama şundan eminim ananem, milor'un kuzu yediğini duysa bastonla kovalardı",2011-09-03,buralari hep dutluktu,2011,Nötr,0.998412013053894
785,"an itibarıyla ntv'de ağzının suyu aka aka gastamonu yemekleri yiyerek fena halde acıkmama sebep olmuş kişi..

ne başka derdim kaldı ne tasam şu an..ete duskun olmayan ben kuzu tandır, pastırma diye sayıklıyorum sadece..",2011-09-03,mustemilat,2011,Nötr,0.9817302823066711
787,"böyle zeytinyağlı yemekler yapan bi mekan açtığımda çağıracam ""yavaş abi önünden alan mı var?"" diyecem yerken.
eli ayağı titriyo yemin ederim yerken. karnım tokken bile acıktırıyor beni seyretmesi.",2011-09-04,mhcr,2011,Negatif,0.9994753003120422
788,"kendisine parkinson teşhisi koyduğum, bu kadar kuzu yerse 5 yıla rahmete kavuşacak, gerçek bir kültür yumağı adam.
kuzunun yağları damlıyo ağzından şıpır şıpır ayıptır günahtır",2011-09-04,cesmudert,2011,Negatif,0.999286413192749
789,"bu adamın yemek yemesi, gurmelik yapması konusunda diyecek pek bi' lafım yok. o kadar ülke gezip, damak tadı konusunda gerçekten de bilgi sahip olması takdire şayan. lakin bu adama hayran olmak için bundan daha fazla sebep var; eğitimi..

sırasıyla; galatasaray lisesi, boğaziçi üniversitesi, brown university, stanford university gibi dünyanın sayılı okullarından mezun oldu. sonrasında georgia institute of technology'de ve koç üniversitesi'nde öğretim üyeliği yaptı.

şimdi bu adamı ağzını şapırdatarak yemek",2011-09-04,sutyen kullanmayan memeli hayvan,2011,Nötr,0.9991555213928223
790,"ntv' de programına ne zaman denk gelsem oturup izlediğim adamcağız.

şimdi ben bu vedat milor' u hep bir şeyleri afiyetle yerken, aman efendim bunun şusu eksik olmuş, bunun busu fazla olmuş derken izliyorum. ve evet sonra da restoranlara verdiği puanlara bakıp cimri davrandığını düşünüyorum ve zaman zaman da ukalalık ettiğini düşünüp yediği şeylere özenerek programı bitiriyorum. bugün tesadüf eseri sözlükte ismini görünce bakayım dedim, sonra da bu adamın aldığı eğitimleri görünce gözlerime inanamadım. han",2011-09-07,marlafinger,2011,Nötr,0.7005112171173096
791,yarın akşam ntv'de yayınlanacak bölümünde kayseri'yi ziyaret edecekmiş değerli gurmemiz.,2011-09-08,efendi,2011,Nötr,0.670913815498352
792,"kayseri'yi zaten daha önceki bir bölümde ziyaret etmiş, mantılar, pastırmalı humuslar bir yana, özellikle elmacıoğlu nun yaprak sarmasına hayran kalmış gurme. sonradan sarmayı söz konusu mekanda bizzat tadarak kendisine sonuna dek katılmıştım.",2011-09-08,manech,2011,Pozitif,0.9977928996086121
793,"konya gibi muhafazakar bir yerdeyken bile giydiği - meşhur - turuncu ve patlıcan moru pantolonlarıyla giyim zevkinden * ödün vermeyerek bir kez daha takdirimi kazanmıştır.

bir de yemek yerken zombiye dönüşebiliyor: http://www.eksibition.org/show.php?id=47227",2011-09-11,zgrydn,2011,Nötr,0.9980568885803223
794,"bugün yazdığı yazıda ""kırmızıda da, bel kemiği sağlam, orta damakta kuvvetli, bitimi uzun ve yoğun bir şarap beklemiyorum"" cümlesiyle beni benden almıştır.",2011-09-16,adonisas,2011,Nötr,0.9959796667098999
802,"8-9 farklı şarabın tadımını yaparken izlediğim bir bölümde, ki aralarında beyaz ve rose şarap ta vardı fakat ağırlıklı olarak kırmızıydı, her kadehten büyük bir yudum alarak içmiştir.

şarap tadımı içilerek değil sadece ağızda dolaştırarak yapılır ve tükürülür.

birde, elleri çok fazla titriyor.",2011-09-17,statu quo,2011,Negatif,0.7813177704811096
801,"dünyayı, yaşamı çözmüş yegane insan. yoksa öyle hayvani bir cv'ye sahip bir insanın böyle bir iş yapıyor olmasının tek anlamı olabilir; adam işi biliyor.",2011-09-17,cigara boregi,2011,Nötr,0.9396594762802124
803,"tam anlamiyla bir dunyali, diyebilirim bu adam hakkinda. dunyaya iliskin ne kadar sey varsa hemen hemen hepsi hakkinda bilgi ve fikir sahibi. bircok universitede farkli alanlarda egitim gorerek deneyim ve bilgi sahibi oldu. bu bilgi ve deneyimlerini, gittiği yerleri ve tanıdığı kültürleri, ntv'de sunduğu program sayesinde bizlere aktarıp birtakım konularda bilgi sahibi olmamızı sagladı. italyanca, fransizca, ingilizce gibi dunya dillerini cok iyi biliyor. ayhan sicimoglu'ndan sonra en takdir ettigim kisile",2011-09-17,lynyrd skynyrd,2011,Pozitif,0.9993534088134766
800,"eşi veya ailesi ile yemek yeme şansı oluyor mudur merak ediyorum. bir yandan eşiniz her gün eve tok geliyor, çok can sıkıcı. aç geldiğinde de başlıyor çorbanın içindeki buğdaydan çıkıyor pilavın şehriyesinden... daha da sıkıcı.

- vedat, yemek hazır hayatım, seni bekledik
+ ben yedim de geldim canım, sağol
- bir kere de eve iş getirme vedat ya!!
+ :ss",2011-09-17,deliberte,2011,Negatif,0.9990752935409546
799,"kendisini ""gurme"" olarak tanımlamaz. bunu programında defalarca dile getirmesine rağmen çalıştığı kanal olan ntv, yayın başladığı sırada ısrarla kendisini ""gurme"" diye belirtir. biraz dikkat lütfen. adam ""gurme değilim"" diyor.",2011-09-17,lynyrd skynyrd,2011,Negatif,0.9956639409065247
798,"geçen günler de malatya balık pazarında ölesine berduş şekilde dolaşırken gördüğüm gurme kişisi. ilk defa bir şey yemiyorken görmenin şaşkınlığını üzerimden atamadan ortadan kaybolmuştur. yoksa, bir ara bize uğrayıp analı kızlı köfteyi ve kiraz yaprağı sarması tatmasını rica edecektim. olmadı. ha o kaybetti orası ayrı.",2011-09-17,vampir kedi,2011,Nötr,0.7712159156799316
797,"yemeklerin etkisi ile olsa gerek hep agzi dolu dolu konuşan insandır, heves etmiyor değilim.",2011-09-17,chansondeau,2011,Nötr,0.979602038860321
796,"bu güzide adamın programını gece saat 1 buçuğa koymanın yegâne amacı, bir nesli obez yapma isteğidir, başka bir şey olamaz.",2011-09-17,sutsuz kahve,2011,Negatif,0.9994931817054749
795,serpme börek ustası tevfik amcanın her konuda ayar verip kesin konuşarak susturduğu abimizdir.. eğlenceli bi program yaratmış tevfik amcam..,2011-09-17,parma maniac,2011,Pozitif,0.7607623934745789
804,"kızını öpüşü bu gece çok dokundu bana.
hala anlamayanlar varsa, bu yüzden evlenmiyorum işte. kızım olacak, dünyanın bir yerinde olacak, sikerim hayatını, parasını, şöhretini, en güzel yemekleri.
bırak be vedat'ım, öp kızını doya doya.",2011-09-18,yalnux,2011,Nötr,0.9650830030441284
805,"vedatmilor.com'dan --> http://goo.gl/jcqng

""eğer bir türk kahvesi tiryakisi iseniz onsuz yapılamayacağını onun yerine birşey konulamayacağını ve kötüsünün ne kadar büyük bir hayal kırıklığı olduğunu bilirsiniz.""

- evet

""büyüklerin yüksek tansiyonları ve kolestrolleri girse de araya ailecek yaptığımız kahve rituellerimizin sadece sayısı azaldı ama kahvenin evimizdeki ihtişamlı varlığı asla azalmadı. neredeyse 30 senedir aktif pişirici ve içici olarak kahvenin kokusu, tazesi,
kıvamı, pişiriliş şekli ile i",2011-09-23,kahvedelisi,2011,Nötr,0.9690237045288086
806,adam konusunu aşmış,2011-09-23,100178,2011,Nötr,0.9337895512580872
807,namı diğer şıpırdak.,2011-09-24,resident,2011,Nötr,0.9982271194458008
808,"dünyaya bir daha gelebilirsem şayet, olmak istediğim adam.
hayat ona güzel amına koyim.",2011-09-24,yeni gineli ozan,2011,Pozitif,0.5394662618637085
809,"her programını izlediğimde önüne konulan yemeği yerken bile o yemek için ağzı sulandığını ve bunun konuşmasına yansıdığını düşündüğüm abimiz, bu ara zayıflamaya başlamış dikkatimden kaçmadı",2011-09-24,tutunamayan sarmasik,2011,Nötr,0.999682605266571
819,"özgeçmişine bakınca istersem bir gün kendisi gibi olabileceğimi fark ettim. backgroundunda gastronomi ile ilgili hiçbir eğitim yok, benim de yok... e daha ne?*",2011-09-25,epifunny,2011,Nötr,0.9195430278778076
818,"geçen gün denk geldiğim programında antalya'da bir lokantadaydı*. o kadar çok ve farklı yemeği peşpeşe yedi ki (dikkat edin tadına baktı demiyorum, resmen silip süpürdü), yediklerini buraya yazmak bile beni yorar. ama etten, deniz ürünlerine, oradan paçaya kadar uzayan bir çeşitlilikten bahsediyorum ki mezeleri saymıyorum bile. dedim ki kendi kendime, sanırım çekim 1 gün filan sürdü. programın sonunda kendisi açıkladı, çekim sadece 2 saat sürmüş! o yaşta ve sadece 2 saatte gibi kısa bir sürede o kadar çok ",2011-09-25,suyunrengi,2011,Nötr,0.6749616861343384
817,"büyüyünce vedat milor olmak istiyorum derdim hep. özgeçmişine göz attım, olamayacağımı fark ettim. olsun ama daha dün aldığım elektrikli ocakla harikalar yaratayım da pazar sabahım şenleniversin madem benim de. elveda ay elv...",2011-09-25,tamam,2011,Nötr,0.6054088473320007
816,"kendisine ""son derece sade bir makarna yaptım, gel birlikte olsun"" demek istediğim gurme.",2011-09-25,enadirbirikindivol,2011,Nötr,0.9066587090492249
815,"herkesin bir kere kisa ozgecmisini okumasi gereken sahis.

http://tr.wikipedia.org/wiki/vedat_milor

tapmamak elde degil..",2011-09-25,i just dont know what to do with myself,2011,Nötr,0.9849991202354431
810,"içtiği şarabın tadını ve ağzında , boğazında, mideye inerken hissettirdiklerini anlatırken benim anlamlandıramadığım el hareketlerini kullanarak beden dilinin sınırlarını da aşmış gurme kişisi.

çok az bulunan hassasiyette bir tat alma duyusuna sahiptir. konu yemek kültürü olunca ben daha iyisini görmedim.",2011-09-25,unknownx,2011,Pozitif,0.9972044825553894
813,"ne zaman görsem soyadından dolayı edith piaf'ın o şarkısını mırıldanmaya başladığım gurme. tutamıyorum efem.

allez, venez, milord!
vous asseoir à ma table... la la la la la...",2011-09-25,bledathehun,2011,Nötr,0.9996185302734375
812,bu aralar antalya mutfagina sarmis kisilik.,2011-09-25,zoruna gitmesin,2011,Nötr,0.9993621706962585
811,tok adamı acıktırıyor...bu yaptığı insanlığa sığmaz...,2011-09-25,thereds,2011,Negatif,0.9995282888412476
814,"nihayet yüzüne renk gelen gurme.. bu bölümünde bildiğin adamın karnı doydu, midesi yemek gördü lan.. kadın anam negzel yemekler yapmış adamın dimağı durdu resmen.. ilk defa ağzını doldura doldura yemek yediğini gördüm adamın..

kendisine, bi programı gereği japon restoranında önüne koydukları yeşil çay kılıklı bi çorbayı içmeye çalışırken denk gelmiştim acı çeker bi hali vardı..",2011-09-25,bnl dgr,2011,Nötr,0.9601585268974304
823,"yaptığı işten açık bir şekilde zevk alan, izlerkende zevk veren insan. bölgesel lezzetler konusuna gösterdiği özende ayrıca taktir edilesidir.",2011-09-28,zohahahaha,2011,Pozitif,0.9990725517272949
822,"rakip kanallar ismail abi'yi transfer edene kadar en çok kendisine sorulması gereken muhterem.

ayrıca;
(bkz: nam nam nam)
(bkz: çay veren adam hiç kötü olur mu)",2011-09-28,axl napalm,2011,Nötr,0.9843754768371582
820,gece gece yine ağzımda su falan bırakmamıştır. arkadaş bir insan kalamar ızgara yeyip mangaldaki kömürü nasıl bilebilir benim aklım almıyor.,2011-09-28,kcalbosay,2011,Nötr,0.8996727466583252
821,ağızda pis bi tat bırakan adam. belki kendisi daha iyi tanımlayabilir. sormak gerek.,2011-09-28,berberin kocasi,2011,Negatif,0.99909508228302
824,şu an gecenin bu saati ağzımın suyunu akıtmayı başarmış insan. yuh yaa.,2011-09-30,fibrinojeni alinmis kan plazmasi,2011,Negatif,0.9993360638618469
825,"garip bir elektrigi var. esasen televizyon ki$isi olmadigi her halinden belli ama her nasilsa mehmet yasin den daha samini geliyor, daha bi yakisio sanki ekrana. kesik kesik konusmasi mi acaba, bilemiyorum. kanal sahibi olsam ekrana cikarmam zira. oyle iste.",2011-09-30,eusebio,2011,Nötr,0.9993072152137756
826,"höpürdetme konusunda uzmanlığı olan ünlü kişi. enteresan da bir mesleği var, yiyor ve para alıyor. şıkır şıkır. ne güzel hayat!",2011-09-30,girlintuxedo,2011,Nötr,0.9967086315155029
827,"bırakın kuzu etini tatmayı, o etin hayvanın hangi bölgesinden kesilip servis edildiğini bile gözlemleriyle bilen birisidir.",2011-10-01,lynyrd skynyrd,2011,Nötr,0.9891902208328247
828,"memleketin sayılı gurmelerinden.
sayesinde memleketin yarısı yağlı kuzu eti yüzünden damar yağlanması tehlikesi atlatıyor.

ayrıca soyadı biraz karışıklıklara yol açmış:

taşıma tarihçesi
vasishta 09.04.2009 12:51 vedat milor -> vedat milör
neutralife 21.04.2009 09:27 vedat milör -> vedat milor
ozdek 22.04.2009 13:51 vedat milor -> vedat milör
johnmalkow 24.04.2009 09:44 vedat milör -> vedat milor
vasishta 24.04.2009 09:47 vedat milör -> vedat milor
vasishta 24.04.2009 09:47 vedat milor -> vedat milör
snyx",2011-10-01,biraz da kitaplar bizi okusun,2011,Nötr,0.9993430376052856
829,"'çok şükür güzel şaraplarımız var', 'inşaallah daha iyi şaraplarımız olacak' tarzı cümlelerle, sahip olduğu doğu-batı karışımı kültürü en sevimli şekilde yansıttığını düşünüyorum.
ayrıca ülkemizde nadir bulunan türde; rafine, tutkulu ve fakat tevazu sahibi bir erkek. hastasıyım.",2011-10-01,canimnicknameyazmakistemiyor,2011,Pozitif,0.9993605017662048
830,"bir insan gurme olur da nasıl bu kadar çirkin yemek yer. televizyon programın var, git bir ders al, biraz daha estetik olsun hareketlerin. yemek yerken kendinden geçiyor, şapırdata şapırdata, döke saça yemek yiyorsun. yetmiyor, görüntülerin derlenip televizyonda yayınlanıyor. hiç mi dönüp de programını izlemiyor, ""yalebbi ne iğrenç bir görüntü bu yahu dikkat edeyim bir sonraki çekimde"" demiyor?",2011-10-03,geri donusmeme kutusu,2011,Negatif,0.9995961785316467
831,"şu anda antepte baklava yiyor. yapma vedat bunu bize, yapma.",2011-10-08,hohenheim of light,2011,Nötr,0.9678769707679749
832,hayatın tadını çıkarabilen vedat'lardan biridir.,2011-10-08,crossdice,2011,Pozitif,0.7640140652656555
833,gaziantep yayını ile bana çektirdiklerini düşmanım çektirmezdi.,2011-10-08,vikipedist,2011,Negatif,0.9864255785942078
834,"büyükannemin hakkında ""sokakta görsem elimin tersiyle ağzının orta yerine çarparım"" dediği kişi. o kadar tiksinmiş kendisinin yemek yemesinden.",2011-10-08,masafel,2011,Negatif,0.999631404876709
843,"yahu bildiğin zeki müren'e benzetiyorum ben bu adamın tipini.
yada, nerde hanım benim yakın gözlüklerim?",2011-10-09,martimge,2011,Nötr,0.9973546862602234
844,"şeker, tansiyon ve kolesterol değerlerini merak ettiğim kişi.",2011-10-09,kodon,2011,Nötr,0.9991222023963928
842,"yerinde olmak istediğim insan. lambadan cinim çıksa, 'dile benden ne dilersin' dese, 'beni vedat milor' yap derim.

hem türkiye'de, hem dünyada her yeri dolaşıp löpür löpür en güzel yemekleri yiyip, en güzel içecekleri içiyor, hem yanında kamera var diye her yerde krallar gibi karşılanıyor, hem de üstüne para alıyor. daha güzeli olamazdı.",2011-10-09,grafin,2011,Negatif,0.7770649790763855
846,"mantiyi 1.5 dakika yani 90 saniye pisirince lezzetli olacagini soyleyen kisi oysa 85 saniye idealdir.
hey allahim ya, nelerle ugrasiyoruz.",2011-10-09,gejo,2011,Negatif,0.99859619140625
845,"makarna ile mantı arasında ki farkı bilen kişidir. makarna *en fazla 9 dakika haşlanır ve al dente kıvamına geir. mantı gibi yaş hamur olan bir nesneyi 9 dakika haşlarsanız afedersiniz o ancak deve hamuru olur. bu nedenle mantının en fazla 1,5- 2 dakika haşlanması kafidir.",2011-10-09,hasanikisalakosmandort,2011,Nötr,0.9927740097045898
841,(bkz: la grande bouffe),2011-10-09,soselo,2011,Nötr,0.9997435212135315
840,mikser veya blender kullanılarak hazırlanan yemekleri hemen anlayan ve bu şekilde hazırlanan yemekleri beğenmeyen yemek uzmanı kişidir.,2011-10-09,de33000,2011,Negatif,0.9629966020584106
839,"ntv'yi açtım, hala kuzu kemiriyor bu amca; vay amk 0.0

not: çorum'a el atmış şimdi :)",2011-10-09,efendi,2011,Negatif,0.9155057668685913
838,mantıyı kaynamış suda 2 dakika tutan restoran sahibini 1.5 dakika pişirirse daha güzel olacağına ikna etmiştir.işin garibi ben en az 10 dakika tutuyorum anca pişiyor.bir de 1.5 dakika pişirerek denemek lazım.ayrıca mantıyı cevizle servis etmeleri de eskiden kalma bir lezzetin şimdiki zamanıdır.çoğu yerde bilinmez.,2011-10-09,salomentol,2011,Nötr,0.9888318181037903
837,(bkz: yeme gari),2011-10-09,reticulas,2011,Nötr,0.9968820810317993
